SMILES,P1,P2,P3,P4
N1C=NOC=N1,2.5385,0.3485,-1.37494887843,4.4458
CCc1cc[nH]c1,1.7796,0.39116,-2.64666630609,6.4857
CNCC(=N)NO,4.3827,0.38871,-2.28994036189,6.3216
NCC(=C)NC=N,5.0815,0.35995,-2.42936280569,5.5053
CNC=C(C)C#N,6.7805,0.33351,-2.42322959268,5.5157
C=C1OCOC1=C,0.6067,0.33942,-2.18223963106,5.3434
OCCC(O)C#N,3.5529,0.44678,-2.21649330907,7.4991
ON=C1NCC=C1,2.4201,0.31521,-2.07344054546,4.6212
CC1C(F)C1C=C,1.3236,0.40134,-2.54561029709,6.8732
COC(OC)=NO,2.1082,0.4092,-2.06335932427,6.5240
CC1N=CNC1=N,3.4905,0.37147,-2.24638707227,5.7355
OCC1CCC1O,3.0076,0.43631,-2.6157799449,7.5181
CC=C(C)CC#N,4.2383,0.40925,-2.62223355509,7.1154
OC1(COC1)C=O,2.6258,0.3751,-2.07693772726,4.1995
COC(=O)C1CN1,2.2132,0.40146,-2.21710248407,6.0891
FCC=C(F)C#C,1.9388,0.36285,-1.84472253884,5.7684
C1C2OC3C1C3O2,1.9568,0.45116,-2.17643728206,7.7460
CC=C(C=C)C=C,0.6446,0.33383,-2.7843154775,5.3656
OCC=O,1.9776,0.36644,-1.22374351104,4.1746
CC(F)=CC1CN1,2.6549,0.38291,-2.34449290268,6.3131
NC=CC(=O)C#N,7.5215,0.30652,-1.91030692504,4.1992
CC(C=NO)C#C,0.5250,0.40361,-2.21275471287,6.1702
CC(F)COC=C,1.1224,0.41553,-2.47071044029,7.2403
FC=CC=CC#C,0.6349,0.31545,-2.08074300625,5.0464
CC(N)C1CC1,1.3567,0.42617,-2.56326393631,6.8362
CC(C)NC=O,3.9206,0.41109,-2.30782610609,5.7682
CC(F)(F)CC=C,2.1717,0.42464,-2.35267966768,7.5012
OCc1ccoc1,1.8912,0.38518,-2.20234954706,6.3956
CNC(NN)=NO,2.2622,0.36823,-2.07493624148,6.0451
NC1CONC1=O,3.6483,0.36199,-1.98902785066,5.3207
CCN=CNC,2.3377,0.38848,-2.3825183999,6.1036
CN=CNC1CC1,2.2531,0.3832,-2.6103238651,5.9976
NC(=N)CF,2.3462,0.40562,-1.47408642145,6.5283
FC(CC=C)C=C,1.6088,0.42295,-2.55280411209,7.4424
FC1CCNCC1,1.1343,0.41616,-2.6134471251,6.6117
OC(=O)CCF,1.8482,0.43908,-1.75341461445,6.0389
COCCC(O)=O,0.4771,0.41563,-2.35044383168,6.0433
NC(CF)C=C,1.5697,0.40623,-2.11012724848,6.4992
CCC1CC1CN,1.2107,0.42828,-3.03265067493,6.7519
CC1OC1CCO,1.9443,0.4585,-2.6072467539,7.6252
CC(CN)N(C)C,0.7622,0.39156,-3.04661174294,6.4805
NCC1OC1C#C,2.3418,0.42105,-2.22585975187,6.2821
NC1CC(=C)C=C1,1.7211,0.3467,-2.60999659409,5.6251
CCNCC#N,3.0900,0.41703,-2.16717611048,6.6856
CCC(C)(C)C#N,4.1073,0.4965,-2.85300432451,7.8946
CC#CCC1CC1,0.1800,0.44357,-2.7584567025,6.6905
OC1CC(O)C1F,1.2906,0.44658,-2.16300013507,7.5267
FC1(CCC1)C#N,4.0782,0.47019,-2.15676868826,7.2488
ON=c1[nH]nn[nH]1,1.2820,0.30728,-1.43928433923,4.9201
CC1(CF)CC1O,1.9735,0.45467,-2.46263827829,7.7864
CC(C)=C(C)C=C,0.9018,0.3407,-3.01797543392,5.5370
CC1=NC2CC2N1,2.8779,0.37593,-2.41555528868,5.9539
COCOCC#C,0.5232,0.44796,-2.33772096148,6.4065
Cn1cn[nH]c1=O,2.9975,0.37361,-1.95711063205,6.2437
Cc1nocc1F,1.6483,0.39094,-1.83205427604,6.4329
CC#CC=CC#N,5.5250,0.32613,-2.14597061825,4.8546
CC#CCCCF,1.9919,0.44041,-2.54227970609,6.6899
CCC(CN)=CC,1.2979,0.40302,-3.03976286793,6.4376
CCC(C)(N)CO,2.8700,0.42829,-2.96409832013,7.0624
CC(F)C=CC#C,1.7517,0.36318,-2.30906107767,5.5353
C=CC=CCC#C,0.5422,0.35231,-2.53007824308,5.8847
NC(=O)C1CCN1,3.7350,0.37548,-2.34219155988,5.7885
CC(C)C1(C)CN1,1.8145,0.42742,-3.02917230293,7.3863
C=C1CCC=C1,0.8847,0.3469,-2.34627377488,5.6381
CC(O)C(O)CN,3.7436,0.43555,-2.65282884391,7.0209
CCC(CF)=CC,1.8891,0.4144,-2.78762180651,7.0596
CC(F)CO,1.7183,0.47763,-1.77250237147,8.0552
COCCCF,1.5926,0.46084,-2.22110299709,7.7540
CCC(=C)OC=O,1.7654,0.39634,-2.42659781648,5.8244
CCC(=O)CC#N,1.5653,0.38184,-2.33281096487,4.6084
C#CC1CCCC1,0.9633,0.44592,-2.7840678215,6.7026
COCCCCO,2.2054,0.45417,-2.82935126532,7.5666
NC1CCC=C1F,1.6049,0.40927,-2.38179377768,6.5840
NC1C=NOC1=O,5.2311,0.35317,-1.78386433624,4.8075
Nc1cc[nH]c1O,2.8225,0.34934,-2.12911427646,5.2965
C1CC12CC=CC2,0.0962,0.41377,-2.7995768775,7.0078
NCC=C(F)F,2.5241,0.40907,-1.66187578365,6.5476
ON=C(C#C)C#C,0.4728,0.32809,-1.72528555703,5.1161
COC(=CC)C=C,1.1020,0.34145,-2.6889479117,5.3263
C1OC2C=NOC12,2.3461,0.38069,-1.92875136165,5.7597
Nn1cnc(O)n1,2.0987,0.38604,-1.71751573464,6.5111
ON=c1nno[nH]1,2.5374,0.30716,-1.25631688542,4.1722
OC=C1C=CN=C1,5.7109,0.30054,-2.08685162945,3.8813
C=C1CCOCC1,0.7896,0.40183,-2.7207435167,6.7896
ON=CC(O)C#N,3.0641,0.38932,-1.74856106824,5.8938
C1CC2CC2O1,1.5383,0.4339,-2.23416046008,7.4956
OCC(C#N)C#N,2.8098,0.45841,-1.89493427604,7.5497
CCC(O)CNC,2.7329,0.42159,-2.95206295713,6.7455
Oc1nc(=N)[nH][nH]1,3.8811,0.35681,-1.73121151764,5.8484
CN(CC=C)C=N,3.8409,0.36872,-2.6137614081,5.9392
FC1C=CC=C1F,2.4131,0.33014,-1.89132638284,4.4802
OC(CF)C=O,3.1723,0.38709,-1.71064261245,4.5873
CC(C)(N)CC=C,1.3470,0.40259,-3.04163184093,6.7722
Nc1cc(F)n[nH]1,4.9422,0.38101,-1.78515136744,6.2671
COC(C)=CCO,1.8992,0.39221,-2.6106417119,6.7960
C#CC#CC#C,0.0000,0.34524,-1.56499023762,4.0011
N=CNOCC#C,1.8846,0.39092,-1.99322708646,6.1670
O=C1CC(N1)C#N,3.0723,0.4107,-1.91671171404,6.0515
CC(=O)C(=N)NO,3.0899,0.30093,-1.98560756966,3.8942
CC(O)CCN,3.2408,0.42285,-2.49435592751,6.8976
C1NC2CC1C=C2,0.9844,0.37733,-2.60427428309,5.7616
CCCC(=C)OC,0.6303,0.41004,-2.92641387512,7.0780
On1[nH]ccc1=N,3.9392,0.31912,-1.84400113405,4.8500
CC(=O)OCCN,1.4782,0.39673,-2.46326766049,5.9941
NN=C1N=CC=N1,2.7829,0.27154,-1.79142458844,3.8394
CCC(NN)=NO,1.7431,0.36209,-2.27912405289,6.4885
C1NC2COC1C2,2.4022,0.41283,-2.51977937329,6.5651
FCc1ccoc1,1.5946,0.38857,-2.06223971445,6.4023
OCCCON=C,1.6101,0.38976,-2.36659335249,5.8310
Cn1ncnn1,2.9105,0.41061,-1.54295785924,6.1086
Cc1ncn(O)n1,2.0225,0.3982,-1.88591443305,6.5976
CC(=C)NC(N)=N,2.6211,0.37559,-2.44948931169,5.8944
FCC1OC1C#N,3.5238,0.45628,-1.82451989204,7.2359
FC=C(C=C)C=O,2.0357,0.32423,-2.03473222145,3.8642
N=C1NCCC1=O,6.0984,0.32221,-2.13487427046,3.7539
CC1N(C)C1(C)C,1.3591,0.40065,-3.02105110693,6.8222
OCC1=NNCC1,2.8750,0.36332,-2.30547723488,5.7743
O=C1NC=CCO1,4.6383,0.37415,-2.04354272965,5.7808
NC1CNN=CC1,2.3393,0.37236,-2.41906796969,5.8621
N=C1CNCCN1,2.5642,0.37915,-2.44959337369,5.8101
OC1CC1CC#C,2.0581,0.45146,-2.43491078728,6.7162
NC(=N)C(=C)C#N,2.2066,0.32524,-2.01261706085,4.9307
NC1CC(O)C=C1,2.8340,0.3928,-2.52110338829,6.0988
NCCCC(N)=O,5.0994,0.40232,-2.5865134943,5.6884
CCC#CCOC,0.9908,0.43211,-2.6627664147,6.3462
O=CN1CC1C#N,2.3484,0.39117,-1.87954267504,5.1598
CC1CC=CC1=C,0.8031,0.34794,-2.8166525555,5.6561
COCC(O)C=C,2.4837,0.42402,-2.5988870189,7.0824
COC(=O)OC=C,0.9882,0.40373,-2.12601192826,7.0657
CC(=O)NC1CC1,4.1442,0.40779,-2.54012643329,5.7339
ON=C1CCNN1,1.6803,0.36919,-2.06168470847,6.1793
Fc1cnncn1,1.2705,0.31919,-1.55144922002,3.6090
ONC1=NOCO1,2.6166,0.38118,-1.61374152244,6.1976
CNN=C(C)C#C,2.4933,0.3221,-2.33723122668,5.1539
NC(=O)C1CCC1,3.6551,0.40966,-2.55172912629,5.7302
CC=CC#CC=C,0.8516,0.31783,-2.54080576908,4.8120
OCC1CC=CC1,1.3441,0.4143,-2.7234525627,7.0784
CC(C)(C)CC#N,4.1295,0.4855,-2.85561764551,7.8174
CCN(O)C(N)=N,3.3265,0.40954,-2.30944400089,6.7470
NNC(=N)C(N)=N,3.8540,0.35581,-2.03199413587,5.4081
CCC(CC)CO,1.6577,0.45169,-3.15874985054,7.4501
CC1=NC(=N)C=N1,1.2473,0.3301,-2.01464750585,3.7210
CC(NC=N)C#N,4.4756,0.40358,-2.22491834527,6.2884
CC(CN)NC=N,4.4626,0.39858,-2.65523121211,6.4415
NC1=CC(=O)C=C1,6.0066,0.27077,-2.10631343345,3.1081
CC=CCC=NN,1.8486,0.36426,-2.5945476451,5.9188
Oc1ccn[nH]1,2.9297,0.39536,-1.65741296684,6.4776
Cn1cncn1,3.3725,0.41368,-1.77493274765,6.5092
CC(N)C(C)CN,1.3810,0.40907,-3.06621056594,6.6533
NC(=N)CNN=C,3.0340,0.35331,-2.20899672028,5.7353
CCC1CCC=C1,0.2532,0.40918,-3.03891818892,6.9268
NN=C1CCOC1,2.3081,0.37349,-2.29884274188,5.9303
CC(CN)CCN,0.2110,0.41322,-3.06458919294,6.6020
ON=CC(F)(F)F,2.2698,0.40236,-1.35330791722,5.8736
FC(F)=CCC#C,1.0610,0.42281,-1.85161091184,6.7014
CC(C=NO)C#N,3.9297,0.40319,-2.07076815046,6.0956
N#CCNCC#N,3.3478,0.4188,-2.00210558885,6.7065
CCC(O)C#C,1.5513,0.44559,-2.20623008008,6.4970
OC(CC#C)C#C,1.5568,0.42825,-2.18482108586,6.4551
NC(C#C)C(F)=C,2.3261,0.40985,-2.09750072326,6.5974
CNCC(C)C=O,2.6628,0.35022,-2.73545517071,4.3511
CC(C)(O)C=O,1.5841,0.36402,-2.17214312728,4.1680
FCC(=O)C(F)F,2.1241,0.36874,-1.58195586963,4.2138
FC=C(F)C(F)F,2.8517,0.417,-1.41845701502,7.3687
OC1CCC2NC12,3.3130,0.41524,-2.50630936129,7.2559
NC(=N)CC1CN1,1.7562,0.40753,-2.42157125969,6.4767
NCC(CN)=NO,0.7343,0.38207,-2.29369015989,5.8543
O=Cn1cccn1,4.5320,0.36403,-1.91575575504,4.9751
CCC(C)(C)OC,1.1967,0.44073,-3.15073348654,7.7807
CC(F)C1(O)CC1,1.5548,0.45946,-2.47341896829,8.0691
FC=C(F)C=C,2.3542,0.34968,-1.63038914364,5.9577
NC1C(N)C1CF,1.7693,0.39427,-2.36959039269,6.4246
OCc1ncco1,1.7924,0.38317,-2.01400277665,6.3446
CC=CC=CC=C,0.8357,0.30856,-2.7942442855,4.9511
CN(N)C(=O)NN,3.7558,0.40286,-2.12735575248,6.7757
CC1COC(=C)C1,2.4851,0.39276,-2.7273923157,6.7079
NCC(F)C=CF,2.3223,0.40499,-2.12683655927,6.7455
NC12CCCC1C2,1.2836,0.42038,-2.83231276251,6.8626
CN=CNC(N)=N,1.7118,0.37265,-2.25705172728,5.7800
Cc1[nH]ccc1F,3.1591,0.38106,-2.18930821126,6.2703
CC(C)NCC=O,3.1113,0.36052,-2.73797684971,4.2712
CNC(=O)C(C)O,3.0320,0.39034,-2.46919259249,5.8269
CCC1(C)CC1C,0.1806,0.4498,-3.23684315834,8.0514
FC1=CCOC1=C,2.0682,0.34049,-2.04167524145,5.4155
Cc1nnn[nH]1,5.8857,0.41605,-1.54833070324,6.2120
COCC(F)=CC,1.5339,0.42217,-2.46254985129,7.5476
O=Cc1nnon1,1.5016,0.33548,-1.31976706441,3.7021
CC(=C)C(=C)C=C,0.3510,0.35463,-2.7852989485,5.8114
CCCCC=C,0.4549,0.42463,-2.77226093272,7.4994
CCN(C)C=O,4.0006,0.39877,-2.29754235609,5.7921
ON=CC(=O)C=O,2.3841,0.29469,-1.64239566243,2.9544
COCC(F)CF,2.1396,0.46508,-2.23167592588,7.9580
C=C1OC2CC1C2,2.3819,0.40184,-2.47365617328,6.8653
CC1=COCCO1,0.7590,0.38787,-2.40594071748,6.3183
NC(=O)CC1CC1,4.1030,0.40333,-2.54823370129,5.7902
C=CC=CC=O,4.0495,0.32269,-2.02783110666,3.7302
O=CC#CC#C,3.2411,0.33388,-1.51308902982,3.7952
OCCC#C,1.5102,0.45716,-1.73678670546,6.7357
NN=CC(F)C#C,2.3855,0.36178,-1.87771601085,5.8566
CCNN=CC#C,2.4226,0.31717,-2.33366439468,5.0174
Nc1conc1N,3.8062,0.36501,-1.89952081105,5.9566
Nc1cc(F)on1,3.6107,0.38371,-1.64484574163,6.6228
CNCC=CC,0.9973,0.39425,-2.56108843731,6.3288
CC1(N)CC(F)C1,3.0661,0.42363,-2.5892038501,6.8507
CC1C2NN=CC12,2.4170,0.35068,-2.38072907668,5.3043
NNC=NCC#C,1.8239,0.38808,-2.13623319627,6.1880
FC(F)(F)F,0.0000,0.69184,-0.7565899462,14.0327
NCCC(O)=O,1.4703,0.3991,-2.00587462887,6.0311
CC1(F)CC1CF,2.8065,0.47143,-2.32677329668,8.2138
Cn1ncc(N)n1,1.3016,0.35082,-2.02981557286,5.7733
CC(O)(CN)CF,2.7736,0.44112,-2.5103306713,7.1881
CCNC(=N)C#N,6.2087,0.35856,-2.22696857027,5.7800
OCC1OCC1F,2.4535,0.44199,-2.14740157007,7.4472
OCC(=O)C#C,3.1707,0.36149,-1.68519473244,4.3797
FC(CC=O)C#C,2.3396,0.37466,-2.00217157145,4.2177
C1CC2NC2C1,1.5764,0.42713,-2.35563284989,6.9915
CC(C)(C=O)C=O,3.7601,0.36526,-2.42421811148,4.3047
Cc1cc(F)[nH]n1,0.6570,0.40953,-1.98146613385,7.0550
OCC1CC1(F)F,3.3083,0.46118,-2.01038987446,7.5812
CC(=N)NCC#C,2.7614,0.40107,-2.37864925268,6.5155
CC1C(C)N1C=O,3.7177,0.39241,-2.52140877029,5.1913
NN=CC=CC=C,1.9509,0.29001,-2.37382790368,4.7213
CC(C#N)C(C)=O,2.3093,0.38146,-2.33340623087,4.5722
ON=c1nn[nH][nH]1,3.8064,0.31126,-1.41284328223,4.3518
FCC1CCO1,3.4408,0.45224,-1.99167285967,7.6056
CN(N=C)C(N)=N,1.9672,0.34057,-2.20479100028,5.0231
C1C=CC2CC1N2,1.5736,0.38785,-2.58570346709,5.7908
CNC(C)=CC#N,7.0287,0.33387,-2.42739773068,5.5040
COCC(C)=CC,0.9266,0.41143,-2.91661509312,7.1568
CNCC(C)C#N,4.3137,0.41394,-2.6356105261,6.6672
CC(CCN)C=C,1.2783,0.40323,-3.03621194293,6.6985
COCC(=O)NO,3.8239,0.38159,-2.08660130027,6.3093
C1Nc2c[nH]nc12,1.9540,0.36342,-1.94332799085,5.8542
NC(=CC#N)C#N,2.3293,0.31064,-1.80089590743,4.9848
CCN(CC)C=O,4.1273,0.40012,-2.76841686271,5.7633
FC(CC#N)C#C,2.0697,0.44938,-1.90112528084,6.3136
CC#CC=NN,1.6807,0.32695,-1.87981095506,5.2418
CC(C)(C=C)C#N,3.9961,0.42918,-2.61651321409,7.6171
CCCNCCC,0.8210,0.41035,-3.26224371435,6.5549
COC(CN)CF,1.8291,0.43445,-2.4856483553,6.9222
COC(C)=CF,1.7198,0.40909,-1.99486967667,6.9841
CN=CNC=O,3.3764,0.3849,-1.88330016626,5.4238
NCC(=C)CN,1.3532,0.4022,-2.3645344829,6.4999
C=NN=CCC#N,3.9401,0.35198,-1.96578540085,4.0902
CC(C)NCC=C,0.8788,0.3888,-3.03064881693,6.2508
CCC(N)CC#C,1.5507,0.4256,-2.78867353651,6.6989
FC(C=C)C(F)=C,0.4852,0.41098,-2.09818227326,7.0860
C=C(C#C)C1CN1,1.7044,0.36142,-2.30925864567,5.5844
CC=CC(N)CF,1.9742,0.40143,-2.5857536491,6.7200
CCNCC(C)O,1.4543,0.41149,-2.95182336413,6.6501
NC1=CC=NOC1,5.1826,0.31634,-2.06706234046,4.6466
NC1CC1NC=N,3.3150,0.39733,-2.41331395469,6.4405
C=NNCC1CC1,1.8875,0.35908,-2.5737772371,5.7931
CN=C(NN)C=C,1.2944,0.33816,-2.38409088369,4.7767
OC1CCCC1F,2.0024,0.46778,-2.50368609029,7.6688
CC(=C)OC=O,1.7164,0.39662,-1.95873104086,5.8424
CCCF,1.9429,0.5211,-1.61254003307,9.6190
CC(CO)C(F)=C,1.2774,0.42143,-2.47939876329,7.3540
NC1CCCC1F,2.8535,0.42409,-2.6117119251,6.7400
Oc1nnoc1O,1.9689,0.33094,-1.45846464802,5.2680
CC1OCON=C1,3.1685,0.3905,-2.16553124807,5.5776
COC(=O)N(C)C,2.4786,0.41794,-2.46472497949,7.1567
CCNCCOC,0.8599,0.41769,-2.93447217313,6.8520
O=CNOCC#C,3.4262,0.39836,-1.90334791565,5.5579
CC1CN1CC#N,4.4416,0.42408,-2.39137366668,6.9811
ON=CC1CCN1,0.9360,0.36519,-2.25158896488,5.8177
OC1C=CCC=C1,1.6447,0.40648,-2.50131339828,6.5468
CN(O)C(=O)NN,2.6113,0.4027,-1.99368724567,6.6858
COC(C)C=NO,0.8791,0.40062,-2.37317894349,6.0546
O=C1NOC=NO1,4.1834,0.37203,-1.42299719302,5.3491
NCc1nnn[nH]1,6.5184,0.40706,-1.81289784245,6.2656
FC=CC(=O)C=O,0.7622,0.29766,-1.74045063623,2.7668
CC(=C)C(O)CO,2.4005,0.41158,-2.6181072259,6.9303
CC1C(C)C1(C)F,1.8727,0.44676,-2.78505639951,7.9774
C1CN=CN1,2.9761,0.38948,-1.70734059086,6.2212
CC1NC1C=NO,2.0265,0.38467,-2.25564007288,6.1483
NC(=N)CCC#N,1.0073,0.40254,-2.24671803127,6.4466
N=C1C=CNC1=O,5.5862,0.29674,-1.92132372004,3.6628
C1CCCNCC1,1.0051,0.39725,-3.05362024593,6.1932
Oc1ccn(O)n1,2.8720,0.3683,-1.75924538224,6.1927
FC(F)(C=C)C=C,2.2192,0.40219,-2.10758382626,6.9447
FC1CNNC1=O,4.6002,0.35743,-1.86986582205,5.3804
O=C1N=CC=N1,4.9554,0.30985,-1.42960070442,3.0310
COC(CN)=CF,2.2727,0.39768,-2.25452567588,6.6389
OCC(C=O)C#C,2.6810,0.37302,-2.14439370506,4.3036
C=NNCCC#C,2.1943,0.36096,-2.32869091068,5.7899
CC#CC(=C)CF,1.7519,0.35989,-2.31081123967,5.3801
OCC=CC#C,2.0556,0.36034,-1.97453513666,5.6045
On1cccc1,1.8463,0.38694,-1.80433484525,6.3201
CC1CN(C)C1,0.8089,0.40806,-2.55431030331,6.6418
N=C1NNCCO1,4.3892,0.3994,-2.10487653147,6.5637
CC(N)C(C)(C)C,1.2691,0.41823,-3.27302896435,6.7727
FC1CC=CC=C1,1.7694,0.33721,-2.36284959667,4.8318
CC=CCN1CC1,1.2064,0.40768,-2.78571027351,6.8316
CC=CC(C)F,2.2005,0.42091,-2.32449557189,7.3819
NCC=CC=C,1.3181,0.34902,-2.34189905589,5.8039
CN(O)C(=O)CO,4.3352,0.39207,-2.09641802827,6.0803
CC1=NN=CC1=O,1.8203,0.2803,-1.86665134404,2.3647
CNC=CC(N)=O,4.6562,0.325,-2.35874242488,5.2926
CC(CF)CCF,0.8069,0.51326,-2.5631889601,9.4139
OCC=CC=NO,1.9156,0.33906,-2.15612853207,5.6465
N=CNC1CCC1,2.9366,0.38543,-2.6254561261,6.4168
COCOC=CC,1.3777,0.40698,-2.5995634399,7.0669
OC1CC1CC=C,1.2970,0.42318,-2.6862580617,7.5084
FCC(=O)C1CC1,1.3711,0.37818,-2.26366643487,4.5502
CC1=NOCC1,3.7128,0.38979,-2.02526680767,6.2098
CC#CC=CCN,0.9929,0.35465,-2.56573094809,5.4788
CNC,0.9958,0.41397,-1.38282125587,6.4099
NC(CF)CCO,2.6157,0.4229,-2.4997908893,7.1737
CONC(=N)CN,2.9842,0.39799,-2.28239572789,6.4464
ON=C1NOCO1,1.2509,0.39702,-1.61163903744,6.3944
NN1C=NCC1=N,0.9702,0.36591,-2.01478685286,5.6119
N=Cn1cccc1,2.1874,0.34244,-2.22482906026,5.2313
CCC1C=CC=C1,0.5202,0.34902,-2.8134571235,5.1170
CNCC(=O)NO,3.8645,0.38541,-2.20424779908,6.1517
CC(C)C(C)C#N,4.1276,0.48848,-2.85336197451,7.8410
FCCNNC=N,4.8315,0.41355,-2.16320849128,6.4606
On1nccc1F,1.5546,0.39494,-1.60443191463,6.9154
Cc1cccnn1,4.1341,0.32582,-2.20894251426,3.7618
CC(C)C(C)O,1.6366,0.45133,-2.69547621392,7.6285
C1COC2CC2C1,1.5382,0.42521,-2.6520297817,7.0305
CC1CNN=CN1,3.3834,0.35925,-2.42601912869,5.8082
FC1=COC=CC1,1.4329,0.36779,-2.04262718945,5.3339
C#CCC#CC#N,4.7916,0.3956,-1.87636776183,5.2930
CCC(F)COC,1.7110,0.46626,-2.69312300871,7.7866
CC1(C)CNN=C1,2.3942,0.36882,-2.6211796641,5.7924
Nc1c[nH]nc1O,1.0889,0.38736,-1.92912870405,6.4428
CCC(F)C#N,3.7872,0.48392,-1.91893602106,7.3699
C=CC1CC1C=C,0.1524,0.37682,-2.7698276975,6.4360
CN(C=N)C=NN,2.6739,0.33071,-2.20446594828,5.2494
CCC(OC)=NN,2.8956,0.37237,-2.5108801853,6.2590
FC1CC2CC1O2,3.1534,0.4581,-2.24478407287,7.9365
O=C1CN=CN1,2.7038,0.3814,-1.68868505784,5.1001
CC(O)C(F)C=C,1.4539,0.41773,-2.47709658829,7.3600
FC=C(C=C)C=C,1.2027,0.33527,-2.32788494067,5.5283
C1CON=CC1,3.7072,0.39384,-2.01456444967,5.8005
NC1CCC1,1.2189,0.42185,-2.09925885569,6.7177
FC1CNC2CC12,1.6023,0.41926,-2.36504871568,6.6465
COC(C=C)C=C,1.2494,0.40716,-2.6774419647,6.5482
N=CN=CN1CC1,1.2226,0.34978,-2.18165118427,5.3243
FC(=C)CNC=N,3.0342,0.39144,-2.17028374427,6.4984
CCC1(O)CC1N,1.9705,0.39976,-2.71839856171,6.6499
CC#CCC1CN1,1.6070,0.43251,-2.54784745009,6.6742
CCC(C)(N)CC,1.1739,0.41803,-3.27462461635,6.7774
Cn1cc(O)nn1,5.9723,0.36787,-1.90404979705,5.9669
CC(=O)CO,2.3439,0.36853,-1.70457989366,4.4063
CC1CC=CC1=O,3.7427,0.3467,-2.53431110728,3.9739
CC1NC2CC1C2,1.3002,0.41243,-2.81116518551,6.6381
CC#CC#CC#N,6.3343,0.34742,-1.89597634883,4.1480
Fc1ccncc1,0.8127,0.38457,-1.98843869884,5.4028
O=C1CNN=CC1,1.0978,0.35058,-2.10341603346,4.5111
NC1(CO)CCC1,2.5404,0.412,-2.72371314071,6.7453
FC(=C)C#CC=C,1.7894,0.32318,-2.08012570225,4.9294
CN(C)N=CC#C,2.8186,0.31459,-2.32601111968,5.0700
CC(F)C=CC#N,4.0725,0.37952,-2.16476264126,6.3289
CC=CN(O)C=O,2.9492,0.35108,-2.18136756807,5.7478
FCC#CCC=C,2.1470,0.41843,-2.29907565367,6.1934
FC(F)(F)C#N,1.4477,0.51099,-1.0145741354,7.6655
CC(C)C(F)=C,1.5719,0.42328,-2.32566469389,7.4980
CC(F)(C#C)C#C,1.9363,0.43024,-2.03953195825,6.1818
C=COCCC=O,2.6425,0.3629,-2.39447689148,4.2588
CC(F)C(N)CO,3.0278,0.437,-2.5097349153,7.2276
C1CNN=CNN1,3.0303,0.34341,-2.16696763928,5.0708
NCCC(=C)C=C,1.2475,0.3484,-2.80939721851,5.7762
COC=C(C)CF,1.0045,0.38993,-2.46300865529,6.6344
Oc1n[nH]c(=O)[nH]1,3.3387,0.38801,-1.66102736283,6.7290
FCC(C=O)C#N,2.8119,0.3787,-1.85715907004,4.3231
CC1NN=CC1O,1.8788,0.36221,-2.30791662088,5.6549
CC1(COC1)C#N,3.0286,0.44572,-2.29050267087,7.4141
NC1CNC2CC12,1.6193,0.399,-2.6152304751,6.5593
OCC1NC1CO,4.1216,0.42017,-2.40004257749,7.4823
CC(C)(C)NC=O,3.8474,0.40949,-2.77764392571,5.7189
Cc1ncno1,1.9666,0.41349,-1.64603760284,6.3043
C1CC(C1)C2CC2,0.1849,0.46395,-2.99917859692,8.3701
FC1COC=CC1,1.0910,0.40266,-2.27173304787,6.7477
CN=C(C)NC=C,1.9457,0.35397,-2.6267934941,5.5940
CN(C=N)C1CC1,3.7319,0.39059,-2.6093306521,6.3017
OCC1CN1,3.2282,0.42982,-1.76970403747,7.4039
FCC(=C)C#C,1.8663,0.36731,-1.83189008505,5.5563
ON=C(C=C)C#N,4.0544,0.33054,-1.84031632804,5.1778
Oc1ncno1,2.5182,0.4081,-1.33791644862,6.7882
CC1C(C)N1C,1.0884,0.42955,-2.55456814031,7.3641
C1CC2CC2C=C1,0.4522,0.39206,-2.8075523045,6.4026
CN(CCN)C=O,3.0142,0.38142,-2.5610470073,5.7489
C=Cc1ccc[nH]1,1.4106,0.32199,-2.42040548267,5.0073
C=CCC1CO1,1.7135,0.41997,-2.21246298008,7.4276
CN(N)C=O,2.7997,0.39342,-1.60025538106,5.8351
NC1CCC1F,3.0182,0.42429,-2.11777744348,6.7770
C1CC(C1)C2CN2,1.8905,0.42938,-2.78962466651,7.2183
NC(=O)ONC=O,5.6640,0.39668,-1.72488772944,5.5512
ONC(=N)C#C,2.7358,0.3631,-1.53511796684,5.4068
FCC(=C)OC=O,2.0784,0.39721,-1.96405234365,5.8539
CCOC1CC1F,1.1306,0.45308,-2.45013869229,7.6745
NC1CNC1C=C,1.9677,0.39057,-2.5955657601,6.2719
Cc1cnnn1C,5.1674,0.39453,-2.22268567127,5.9747
NN=C(N)NC=N,2.5477,0.36456,-2.03025743587,5.8097
CC(O)CCCN,3.5578,0.43141,-2.96524086813,7.0917
FC1C2OC1C=C2,0.3868,0.39424,-1.99117206445,5.8926
CC=C(CN)CF,2.8372,0.40685,-2.5823370371,6.5107
NCCC1CO1,2.8738,0.42944,-2.24074083809,6.7648
CCNC(C)(C)C,0.8324,0.3997,-3.26655918735,6.4783
CCOC(=C)CN,1.4211,0.40319,-2.72295374371,6.5944
CCN1CC1C=C,1.1674,0.39327,-2.78893253151,6.4291
OCC=NO,1.3209,0.39954,-1.44497249725,6.0222
CC1OCC1C#N,2.9745,0.43884,-2.29586062487,7.4860
CNN=CC=CF,2.9032,0.31201,-2.13388976227,5.1430
